car_type,price,Ubicación,Tipo de vehículo,year,km,Link
TESLA Model X 75D 4WD,37.999 €,Madrid,Eléctrico,2019,93.000 km,/tesla-model-x-75d-4wd-5p-electrico-hibrido-2018-en-madrid-59407605-covo.aspx
TESLA Model 3 RWD,30.990 €,Madrid,Eléctrico,2022,39.398 km,/tesla-model-3-rwd-4p-electrico-hibrido-2022-en-madrid-58005836-covo.aspx
TESLA Model S Gran Autonomia 4WD,36.999 €,Alicante,Eléctrico,2019,116.000 km,/tesla-model-s-gran-autonomia-4wd-5p-electrico-/-hibrido-2019-en-alicante-59076639-covo.aspx
TESLA Model 3 Estandar Plus RWD,26.890 €,A Coruña,Eléctrico,2020,38.000 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-hibrido-2019-en-a-coruna-59411998-covo.aspx
TESLA Model 3 Gran Autonomia AWD,34.990 €,Madrid,Eléctrico,2021,30.686 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-/-hibrido-2022-en-madrid-58853277-covo.aspx
TESLA Model S Gran Autonomia 4WD,42.890 €,Madrid,Eléctrico,2019,89.500 km,/tesla-model-s-gran-autonomia-4wd-5p-electrico-hibrido-2019-en-madrid-59344872-covo.aspx
TESLA Model 3,35.000 €,Alicante,Gasolina,2021,65.500 km,/tesla-model-3-gasolina-2021-en-alicante-58709286-covo.aspx
TESLA Model 3 RWD,30.990 €,Sevilla,Eléctrico,2023,45.825 km,/tesla-model-3-rwd-4p-electrico-hibrido-2022-en-sevilla-59469458-covo.aspx
TESLA Model X 100D 4WD,55.990 €,Vizcaya,Eléctrico,2019,85.000 km,/tesla-model-x-100d-4wd-5p-electrico-/-hibrido-2018-en-vizcaya-59180619-covo.aspx
TESLA Model S 75,26.475 €,Barcelona,Eléctrico,2017,109.000 km,/tesla-model-s-75-5p-electrico-hibrido-2017-en-barcelona-58959115-covo.aspx
TESLA Model 3 Gran Autonomia AWD,25.490 €,Madrid,Eléctrico,2020,179.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-/-hibrido-2019-en-madrid-58635858-covo.aspx
TESLA Model Y Performance 4WD,49.995 €,Madrid,Eléctrico,2023,25.700 km,/tesla-model-y-performance-4wd-5p-electrico-hibrido-2021-en-madrid-59424636-covo.aspx
TESLA Model 3 RWD,30.990 €,Sevilla,Eléctrico,2023,45.825 km,/tesla-model-3-rwd-4p-electrico-hibrido-2022-en-sevilla-59393794-covo.aspx
TESLA Model 3 Estandar Plus RWD,20.999 €,Valencia,Eléctrico,2020,83.000 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-hibrido-2020-en-valencia-59501653-covo.aspx
TESLA Model 3 Estandar Plus RWD,23.500 €,Murcia,Eléctrico,2019,119.000 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-hibrido-2019-en-murcia-59415919-covo.aspx
TESLA Model S 75D 4WD,39.995 €,Barcelona,Eléctrico,2018,134.484 km,/tesla-model-s-75d-4wd-electrico-hibrido-2018-en-barcelona-55618018-covo.aspx
TESLA Model 3 Estandar Plus RWD,20.990 €,Madrid,Eléctrico,2019,115.000 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-hibrido-2019-en-madrid-59458455-covo.aspx
TESLA Model 3 Estandar Plus RWD,20.990 €,Madrid,Eléctrico,2019,115.000 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-hibrido-2019-en-madrid-59536666-covo.aspx
TESLA Model 3 Estandar Plus RWD,23.500 €,Pontevedra,Eléctrico,2019,76.000 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-hibrido-2019-en-pontevedra-59312713-covo.aspx
TESLA Model X AWD,89.900 €,Madrid,Eléctrico,2023,10.000 km,/tesla-model-x-gran-autonomia-4wd-5p-electrico-/-hibrido-2022-en-madrid-58144847-covo.aspx
TESLA Model 3 Gran Autonomia AWD,28.990 €,Castellón,Eléctrico,2020,80.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2020-en-castellon-59387485-covo.aspx
TESLA Model S 90D 4WD,19.999 €,Cádiz,Eléctrico,2017,540.000 km,/tesla-model-s-90d-4wd-5p-electrico-hibrido-2017-en-cadiz-58971871-covo.aspx
TESLA Model 3 Estandar Plus RWD,22.700 €,Alicante,Eléctrico,2020,160.000 km,/tesla-model-3-gran-autonomia-4wd-4p-electrico-/-hibrido-2021-en-alicante-58603398-covo.aspx
TESLA Model 3 Performance 4WD,27.900 €,Cantabria,Eléctrico,2019,119.000 km,/tesla-model-3-performance-4wd-4p-electrico-/-hibrido-2021-en-cantabria-57923159-covo.aspx
TESLA Model 3 Gran Autonomia AWD,29.850 €,Murcia,Eléctrico,2020,27.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2019-en-murcia-59524684-covo.aspx
TESLA Model 3 RWD,34.000 €,Madrid,Eléctrico,2024,1800 km,/tesla-model-3-rwd-4p-electrico-hibrido-2024-en-madrid-59534513-covo.aspx
TESLA Model 3 RWD,34.900 €,Madrid,Eléctrico,2023,26.586 km,/tesla-model-3-rwd-4p-electrico-/-hibrido-2022-en-madrid-59271307-covo.aspx
TESLA Model 3 Estandar Plus RWD,20.490 €,Cádiz,Eléctrico,2019,129.900 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-/-hibrido-2019-en-cadiz-59433226-covo.aspx
TESLA Model 3 Performance AWD,40.900 €,Madrid,Eléctrico,2021,37.900 km,/tesla-model-3-performance-awd-4p-electrico-hibrido-2022-en-madrid-59503462-covo.aspx
TESLA Model 3 RWD,28.115 €,Madrid,Eléctrico,2021,69.800 km,/tesla-model-3-rwd-4p-electrico-hibrido-2021-en-madrid-58453638-covo.aspx
TESLA Model 3 Gran Autonomia AWD,30.950 €,Valencia,Eléctrico,2021,51.600 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2022-en-valencia-59476743-covo.aspx
TESLA Model 3 Performance AWD,35.000 €,Alicante,Eléctrico,2021,65.500 km,/tesla-model-3-performance-awd-4p-electrico-hibrido-2021-en-alicante-58709110-covo.aspx
TESLA Model Y Performance 4WD,39.990 €,Barcelona,Eléctrico,2023,85.000 km,/tesla-model-y-performance-4wd-5p-electrico-/-hibrido-2021-en-barcelona-59264167-covo.aspx
TESLA Model Y Gran Autonomia 4WD,37.900 €,Valencia,Eléctrico,2023,43.500 km,/tesla-model-y-gran-autonomia-4wd-5p-electrico-hibrido-2023-en-valencia-58827442-covo.aspx
TESLA Model X 75D 4WD,49.990 €,Madrid,Eléctrico,2017,70.000 km,/tesla-model-x-75d-4wd-5p-electrico-/-hibrido-2017-en-madrid-56549965-covo.aspx
TESLA Model S 90D 4WD,25.990 €,Madrid,Eléctrico,2014,139.000 km,/tesla-model-s-90d-4wd-5p-electrico-/-hibrido-2017-en-madrid-59546644-covo.aspx
TESLA Model 3 Gran Autonomia AWD,25.999 €,Madrid,Eléctrico,2019,70.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-/-hibrido-2019-en-madrid-59035114-covo.aspx
TESLA Model Y Performance 4WD 5p.,47.000 €,Alicante,Eléctrico,2023,25.000 km,/tesla-model-y-performance-4wd-5p-electrico-hibrido-2023-en-alicante-58950617-covo.aspx
TESLA Model S 75D 4WD,34.610 €,Barcelona,Eléctrico,2018,96.553 km,/tesla-model-s-75d-4wd-5p-electrico-/-hibrido-2018-en-barcelona-59506621-covo.aspx
TESLA Model S 75D 4WD,24.000 €,Barcelona,Eléctrico,2017,136.628 km,/tesla-model-s-75d-4wd-5p-electrico-hibrido-2017-en-barcelona-59055874-covo.aspx
TESLA Model 3 Estandar Plus RWD,22.490 €,Madrid,Eléctrico,2020,90.000 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-hibrido-2019-en-madrid-59501240-covo.aspx
TESLA Model X P100D 4WD,43.990 €,Cádiz,Eléctrico,2018,84.179 km,/tesla-model-x-p100d-4wd-5p-electrico-/-hibrido-2018-en-cadiz-59072108-covo.aspx
TESLA Model Y Traccion Trasera RWD,33.500 €,Valencia,Eléctrico,2023,45.000 km,/tesla-model-y-traccion-trasera-rwd-5p-electrico-hibrido-2023-en-valencia-56141788-covo.aspx
TESLA Model 3 Estandar Plus RWD,19.990 €,Madrid,Eléctrico,2019,119.900 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-hibrido-2019-en-madrid-59558063-covo.aspx
TESLA Model 3 Gran Autonomia AWD,35.200 €,Murcia,Eléctrico,2022,39.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-/-hibrido-2022-en-murcia-58126642-covo.aspx
TESLA Model 3 RWD,33.500 €,Madrid,Eléctrico,2024,35.000 km,/tesla-model-3-rwd-4p-electrico-hibrido-2024-en-madrid-58846693-covo.aspx
TESLA Model 3 Estandar Plus RWD,24.999 €,Madrid,Eléctrico,2019,71.000 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-/-hibrido-2019-en-madrid-59328481-covo.aspx
TESLA Model Y Traccion Trasera RWD 5p.,40.000 €,Málaga,Eléctrico,2024,140.000 km,/tesla-model-y-traccion-trasera-rwd-5p-electrico-hibrido-2024-en-malaga-59156527-covo.aspx
TESLA Model 3 Performance AWD,37.890 €,Tarragona,Eléctrico,2020,74.862 km,/tesla-model-3-performance-awd-4p-electrico-hibrido-2019-en-tarragona-59450878-covo.aspx
TESLA Model X 90D 4WD,38.500 €,Sevilla,Eléctrico,2017,130.000 km,/tesla-model-x-90d-4wd-5p-electrico-/-hibrido-2017-en-sevilla-59182614-covo.aspx
TESLA Model S 75D 4WD,41.995 €,Barcelona,Eléctrico,2018,60.000 km,/tesla-model-s-75d-4wd-electrico-hibrido-2018-en-barcelona-55440612-covo.aspx
TESLA Model S 90D 4WD,24.990 €,Valencia,Eléctrico,2017,350.000 km,/tesla-model-s-90d-4wd-5p-electrico-hibrido-2017-en-valencia-59494596-covo.aspx
TESLA Model 3 RWD,28.500 €,Madrid,Eléctrico,2023,27.500 km,/tesla-model-3-rwd-4p-electrico-hibrido-2023-en-madrid-59461204-covo.aspx
TESLA Model 3 Gran Autonomia 4WD,29.450 €,Madrid,Eléctrico,2020,62.000 km,/tesla-model-3-gran-autonomia-4wd-4p-electrico-/-hibrido-2021-en-madrid-58340421-covo.aspx
TESLA Model 3 Gran Autonomia AWD,26.900 €,Madrid,Eléctrico,2021,97.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2021-en-madrid-59497678-covo.aspx
TESLA Model 3 RWD,27.950 €,Barcelona,Eléctrico,2022,57.000 km,/tesla-model-3-rwd-4p-electrico-hibrido-2022-en-barcelona-59349749-covo.aspx
TESLA Model S 100D 4WD,28.099 €,Zaragoza,Eléctrico,2018,178.000 km,/tesla-model-s-100d-4wd-5p-electrico-hibrido-2018-en-zaragoza-59290251-covo.aspx
TESLA Model 3 Gran Autonomia AWD 4p.,29.990 €,Granada,Eléctrico,2021,86.300 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2021-en-granada-58937450-covo.aspx
TESLA Model S 100D 4WD,39.890 €,Madrid,Eléctrico,2019,114.114 km,/tesla-model-s-100d-4wd-5p-electrico-/-hibrido-2018-en-madrid-59030249-covo.aspx
TESLA Model 3 Gran Autonomia AWD,35.995 €,Madrid,Eléctrico,2023,10.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2022-en-madrid-59271676-covo.aspx
TESLA Model 3 Performance 4WD,36.900 €,Barcelona,Eléctrico,2021,53.000 km,/tesla-model-3-performance-4wd-4p-electrico-/-hibrido-2021-en-barcelona-59230231-covo.aspx
TESLA Model 3 Gran Autonomia AWD,25.450 €,Madrid,Eléctrico,2020,113.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2019-en-madrid-59307498-covo.aspx
TESLA Model 3 RWD,27.950 €,Madrid,Eléctrico,2022,53.000 km,/tesla-model-3-rwd-4p-electrico-hibrido-2022-en-madrid-59399446-covo.aspx
TESLA Model Y Gran Autonomia 4WD,42.500 €,Málaga,Eléctrico,2022,60.000 km,/tesla-model-y-gran-autonomia-4wd-5p-electrico-hibrido-2022-en-malaga-59472801-covo.aspx
TESLA Model 3 Gran Autonomia AWD,25.850 €,Madrid,Eléctrico,2021,93.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2019-en-madrid-59365384-covo.aspx
TESLA Model S Plaid AWD,84.900 €,Las Palmas,Eléctrico,2023,13.000 km,/tesla-model-s-plaid-awd-5p-electrico-/-hibrido-2022-en-las-palmas-59413413-covo.aspx
TESLA Model Y Gran Autonomia 4WD,35.000 €,Valencia,Eléctrico,2021,53.000 km,/tesla-model-y-gran-autonomia-4wd-5p-electrico-hibrido-2021-en-valencia-59551527-covo.aspx
TESLA Model X Ludicrous Performance 4WD,75.000 €,Barcelona,Eléctrico,2020,76.098 km,/tesla-model-x-ludicrous-performance-4wd-5p-electrico-hibrido-2020-en-barcelona-59159605-covo.aspx
TESLA Model 3 Performance 4WD,31.900 €,Zaragoza,Eléctrico,2020,63.800 km,/tesla-model-3-performance-4wd-4p-electrico-hibrido-2021-en-zaragoza-58917915-covo.aspx
TESLA Model S 100D 4WD,35.000 €,Madrid,Eléctrico,2018,123.747 km,/tesla-model-s-100d-4wd-5p-electrico-hibrido-2018-en-madrid-59102717-covo.aspx
TESLA Model 3 Estandar Plus RWD,27.300 €,Valladolid,Eléctrico,2020,73.259 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-/-hibrido-2019-en-valladolid-59439741-covo.aspx
TESLA Model 3 Gran Autonomia 4WD,34.999 €,Madrid,Eléctrico,2021,8000 km,/tesla-model-3-gran-autonomia-4wd-4p-electrico-hibrido-2021-en-madrid-58971070-covo.aspx
TESLA Model Y Traccion Trasera RWD,38.900 €,Madrid,Eléctrico,2023,19.000 km,/tesla-model-y-traccion-trasera-rwd-5p-electrico-hibrido-2021-en-madrid-59553662-covo.aspx
TESLA Model 3 RWD,29.790 €,Madrid,Eléctrico,2022,57.671 km,/tesla-model-3-rwd-4p-electrico-/-hibrido-2022-en-madrid-59507490-covo.aspx
TESLA Model 3 Estandar Plus RWD,26.490 €,Madrid,Eléctrico,2020,49.990 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-hibrido-2021-en-madrid-59439505-covo.aspx
TESLA Model 3 Gran Autonomia AWD,25.850 €,Barcelona,Eléctrico,2021,93.000 km,/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2019-en-barcelona-59365271-covo.aspx
TESLA Model 3 RWD,31.950 €,Alicante,Eléctrico,2023,17.500 km,/tesla-model-3-rwd-4p-electrico-hibrido-2023-en-alicante-59411424-covo.aspx
TESLA Model X 90D 4WD,44.500 €,Barcelona,Eléctrico,2017,199.000 km,/tesla-model-x-90d-4wd-5p-electrico-hibrido-2017-en-barcelona-59546235-covo.aspx
TESLA Model 3 Estandar Plus RWD,25.000 €,Huelva,Eléctrico,2021,92.000 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-hibrido-2021-en-huelva-59359672-covo.aspx
TESLA Model X 100D 4WD,31.990 €,Girona,Eléctrico,2017,240.000 km,/tesla-model-x-100d-4wd-5p-electrico-hibrido-2017-en-girona-59421808-covo.aspx
TESLA Model Y Gran Autonomia 4WD,36.850 €,Alicante,Eléctrico,2021,48.000 km,/tesla-model-y-gran-autonomia-4wd-5p-electrico-hibrido-2021-en-alicante-59129000-covo.aspx
TESLA Model S 75D 4WD,25.000 €,Guipúzcoa,Eléctrico,2017,164.000 km,/tesla-model-s-75d-4wd-5p-electrico-hibrido-2017-en-guipuzcoa-59544900-covo.aspx
TESLA Model Y Gran Autonomia Traccion Trasera RWD,32.650 €,Girona,Eléctrico,2021,96.000 km,/tesla-model-y-gran-autonomia-traccion-trasera-rwd-5p-electrico-hibrido-2021-en-girona-59282659-covo.aspx
TESLA Model 3 Estandar Plus RWD,22.900 €,Valencia,Eléctrico,2019,75.000 km,/tesla-model-3-estandar-plus-rwd-4p-electrico-/-hibrido-2019-en-valencia-59244576-covo.aspx
TESLA Model S P100D 4WD,37.900 €,Barcelona,Eléctrico,2018,79.000 km,/tesla-model-s-p100d-4wd-5p-electrico-hibrido-2018-en-barcelona-58980434-covo.aspx
